order_id,customer_id,product_id,seller_id,order_date,delivery_date,quantity,selling_price,discount,final_amount,payment_method,order_status
O006068,C04630,P00613,S0109,2025-11-17,2025-11-24,1,309.0,0.0,309.0,COD,Delivered
O006069,C02383,P00905,S0026,2026-03-20,2026-03-23,1,2818.0,704.5,2113.5,COD,Delivered
O006070,C00658,P00468,S0287,2025-09-14,2025-09-20,1,2786.0,278.6,2507.4,Debit Card,Delivered
O006071,C00852,P00102,S0112,2025-10-20,2025-10-28,1,1948.0,389.6,1558.4,Debit Card,Delivered
O006072,C03031,P00108,S0278,2026-05-14,,1,615.0,61.5,553.5,COD,Cancelled
O006073,C01965,P00254,S0191,2026-05-12,2026-05-18,1,2182.0,545.5,1636.5,UPI,Delivered
O006074,C04101,P00803,S0237,2026-05-17,2026-05-22,1,1497.0,0.0,1497.0,Net Banking,Delivered
O006075,C02199,P00534,S0182,2026-01-24,2026-01-28,1,372.0,74.4,297.6,UPI,Delivered
O006076,C04974,P00620,S0107,2025-11-29,2025-12-05,2,1569.0,627.6,2510.4,UPI,Delivered
O006077,C03514,P00076,S0277,2026-01-27,,1,582.0,29.1,552.9,COD,Cancelled
O006078,C02072,P00856,S0046,2025-12-20,2025-12-26,2,945.0,472.5,1417.5,COD,Delivered
O006079,C01784,P00774,S0054,2025-08-13,2025-08-17,1,1536.0,384.0,1152.0,UPI,Delivered
O006080,C04115,P00833,S0277,2025-12-23,2025-12-30,1,1802.0,450.5,1351.5,Debit Card,Delivered
O006081,C01916,P00142,S0082,2025-09-09,2025-09-17,1,1105.0,165.75,939.25,COD,Delivered
O006082,C03164,P00451,S0286,2026-01-26,2026-02-02,2,1201.0,0.0,2402.0,Net Banking,Delivered
O006083,C04557,P00389,S0168,2026-03-15,,1,2809.0,0.0,2809.0,UPI,Cancelled
O006084,C03642,P00956,S0131,2026-03-08,2026-03-10,2,1271.0,0.0,2542.0,Credit Card,Delivered
O006085,C04480,P00710,S0114,2026-08-10,2026-08-18,1,2534.0,0.0,2534.0,COD,Delivered
O006086,C04326,P00014,S0135,2025-09-08,2025-09-10,1,2577.0,0.0,2577.0,UPI,Delivered
O006087,C02193,P00058,S0136,2025-12-30,2026-01-07,1,1920.0,192.0,1728.0,Debit Card,Delivered
O006088,C01099,P00028,S0109,2026-02-05,2026-02-13,1,1949.0,97.45,1851.55,Net Banking,Delivered
O006089,C00527,P00356,S0240,2026-05-26,2026-05-28,1,1755.0,175.5,1579.5,COD,Delivered
O006090,C02233,P00328,S0169,2026-02-12,2026-02-17,1,2035.0,508.75,1526.25,UPI,Delivered
O006091,C04304,P00519,S0052,2026-07-04,2026-07-08,2,1968.0,0.0,3936.0,COD,Delivered
O006092,C03553,P00338,S0105,2025-11-07,2025-11-09,1,2893.0,867.9,2025.1,COD,Delivered
O006093,C04198,P00260,S0218,2026-05-15,,1,303.0,75.75,227.25,UPI,Cancelled
O006094,C03452,P00100,S0005,2026-01-10,2026-01-15,1,452.0,0.0,452.0,Debit Card,Delivered
O006095,C01357,P00636,S0095,2025-10-31,2025-11-05,1,955.0,95.5,859.5,Credit Card,Delivered
O006096,C01556,P00680,S0057,2025-09-20,2025-09-24,2,2941.0,588.2,5293.8,COD,Delivered
O006097,C04576,P00641,S0070,2025-09-16,2025-09-19,1,2426.0,606.5,1819.5,COD,Delivered
O006098,C03410,P00966,S0039,2026-08-10,2026-08-16,2,1207.0,482.8,1931.2,Credit Card,Delivered
O006099,C01941,P00281,S0211,2026-03-28,2026-03-30,2,2030.0,609.0,3451.0,COD,Delivered
O006100,C01393,P00308,S0194,2026-01-21,2026-01-28,1,906.0,45.3,860.7,COD,Delivered
O006101,C04756,P00932,S0288,2025-12-01,2025-12-08,1,293.0,58.6,234.4,Net Banking,Delivered
O006102,C00558,P00047,S0002,2026-06-27,2026-06-29,1,4306.0,430.6,3875.4,UPI,Delivered
O006103,C03536,P00688,S0043,2026-04-10,2026-04-16,1,1357.0,271.4,1085.6,Debit Card,Delivered
O006104,C04275,P00152,S0215,2026-05-12,2026-05-18,3,1334.0,0.0,4002.0,COD,Delivered
O006105,C00385,P00335,S0008,2026-03-23,2026-03-25,1,2968.0,890.4,2077.6,COD,Delivered
O006106,C04735,P00335,S0008,2026-02-13,2026-02-20,2,2968.0,1187.2,4748.8,UPI,Delivered
O006107,C00370,P00227,S0150,2025-12-17,2025-12-22,1,243.0,12.15,230.85,UPI,Delivered
O006108,C03330,P00154,S0190,2026-04-12,2026-04-16,1,943.0,47.15,895.85,UPI,Delivered
O006109,C03131,P00732,S0285,2025-08-26,2025-08-29,2,2400.0,720.0,4080.0,UPI,Delivered
O006110,C03847,P00483,S0036,2025-11-28,2025-12-01,2,2527.0,1516.2,3537.8,COD,Delivered
O006111,C00234,P00403,S0108,2026-02-11,2026-02-19,1,2311.0,115.55,2195.45,Debit Card,Delivered
O006112,C03571,P00814,S0106,2025-11-11,2025-11-17,1,2812.0,703.0,2109.0,UPI,Delivered
O006113,C01486,P00307,S0006,2026-04-12,2026-04-20,1,2342.0,117.1,2224.9,COD,Delivered
O006114,C02176,P00807,S0080,2025-11-06,2025-11-10,1,1830.0,183.0,1647.0,COD,Delivered
O006115,C00025,P00764,S0215,2026-06-29,,1,527.0,131.75,395.25,UPI,Cancelled
O006116,C04147,P00724,S0138,2026-05-07,,1,1636.0,327.2,1308.8,UPI,Cancelled
O006117,C01960,P00028,S0109,2025-10-24,2025-11-01,1,1949.0,0.0,1949.0,Credit Card,Delivered
O006118,C01546,P00657,S0298,2025-08-27,2025-09-01,2,1219.0,243.8,2194.2,UPI,Delivered
O006119,C01723,P00080,S0157,2026-01-11,2026-01-16,2,224.0,89.6,358.4,COD,Delivered
O006120,C02868,P00450,S0145,2025-08-18,2025-08-20,1,1289.0,193.35,1095.65,Debit Card,Delivered
O006121,C02534,P00193,S0024,2026-07-27,2026-07-29,1,1262.0,315.5,946.5,UPI,Delivered
O006122,C01768,P00677,S0135,2025-09-26,2025-10-04,1,958.0,239.5,718.5,UPI,Delivered
O006123,C02358,P00025,S0162,2025-09-28,2025-10-01,1,1350.0,0.0,1350.0,UPI,Delivered
O006124,C00131,P00755,S0174,2025-12-20,2025-12-23,3,2990.0,1345.5,7624.5,COD,Delivered
O006125,C00321,P00109,S0281,2026-03-16,2026-03-20,2,1874.0,937.0,2811.0,Debit Card,Delivered
O006126,C04102,P00270,S0196,2025-08-24,2025-08-29,1,588.0,117.6,470.4,UPI,Delivered
O006127,C00053,P00353,S0271,2025-10-17,2025-10-24,1,1554.0,388.5,1165.5,UPI,Delivered
O006128,C04103,P00882,S0179,2026-04-27,2026-05-01,1,1956.0,293.4,1662.6,COD,Delivered
O006129,C00509,P00252,S0202,2026-04-12,,1,2979.0,0.0,2979.0,UPI,Cancelled
O006130,C03643,P00583,S0225,2026-04-04,2026-04-09,1,555.0,83.25,471.75,Credit Card,Delivered
O006131,C03208,P00439,S0265,2026-03-26,2026-04-03,1,1084.0,216.8,867.2,UPI,Delivered
O006132,C03575,P00146,S0222,2025-09-11,2025-09-13,1,654.0,65.4,588.6,UPI,Delivered
O006133,C04551,P00809,S0113,2026-01-23,2026-01-27,1,1818.0,363.6,1454.4,UPI,Delivered
O006134,C02869,P00536,S0300,2025-09-14,2025-09-20,1,376.0,56.4,319.6,COD,Delivered
O006135,C00906,P00254,S0191,2025-10-23,2025-10-31,1,2182.0,545.5,1636.5,COD,Delivered
O006136,C03325,P00414,S0243,2025-09-27,2025-09-29,1,633.0,126.6,506.4,UPI,Delivered
O006137,C03526,P00424,S0222,2026-04-26,2026-05-04,1,417.0,104.25,312.75,UPI,Delivered
O006138,C00222,P00355,S0265,2025-09-14,2025-09-18,1,406.0,40.6,365.4,Net Banking,Delivered
O006139,C03790,P00956,S0131,2025-09-20,2025-09-26,1,1271.0,63.55,1207.45,COD,Delivered
O006140,C04793,P00596,S0294,2026-08-06,2026-08-08,1,1638.0,163.8,1474.2,COD,Delivered
O006141,C00291,P00766,S0032,2026-01-13,2026-01-16,1,1386.0,69.3,1316.7,Net Banking,Delivered
O006142,C03203,P00527,S0024,2026-05-28,2026-06-04,1,1203.0,120.3,1082.7,UPI,Delivered
O006143,C04935,P00667,S0115,2026-07-23,2026-07-25,1,1036.0,103.6,932.4,Net Banking,Delivered
O006144,C04094,P00866,S0012,2026-07-31,2026-08-05,1,1182.0,118.2,1063.8,UPI,Delivered
O006145,C00228,P00818,S0001,2025-09-12,2025-09-19,1,657.0,164.25,492.75,COD,Delivered
O006146,C02848,P00172,S0004,2026-04-27,2026-05-03,2,633.0,379.8,886.2,UPI,Delivered
O006147,C01217,P00625,S0163,2026-05-31,2026-06-05,1,1207.0,181.05,1025.95,Net Banking,Delivered
O006148,C00925,P00546,S0281,2026-01-11,2026-01-13,1,2832.0,708.0,2124.0,UPI,Delivered
O006149,C04581,P00261,S0082,2026-02-12,2026-02-16,2,217.0,21.7,412.3,Credit Card,Delivered
O006150,C01662,P00281,S0211,2026-02-24,2026-02-28,1,2030.0,101.5,1928.5,COD,Delivered
O006151,C03172,P00895,S0290,2025-09-29,,2,1189.0,475.6,1902.4,UPI,Cancelled
O006152,C01069,P00607,S0001,2026-01-17,2026-01-19,1,1982.0,594.6,1387.4,COD,Delivered
O006153,C01968,P00935,S0052,2025-11-27,2025-12-04,1,1782.0,89.1,1692.9,UPI,Delivered
O006154,C01925,P00627,S0218,2026-07-09,2026-07-14,1,1163.0,348.9,814.1,UPI,Delivered
O006155,C02939,P00291,S0020,2026-04-04,,1,2088.0,522.0,1566.0,UPI,Cancelled
O006156,C02432,P00897,S0195,2026-07-06,2026-07-10,1,2769.0,553.8,2215.2,UPI,Delivered
O006157,C00258,P00540,S0289,2026-04-13,2026-04-17,1,466.0,139.8,326.2,Credit Card,Delivered
O006158,C01582,P00978,S0161,2026-04-21,2026-04-23,1,592.0,118.4,473.6,COD,Delivered
O006159,C01939,P00071,S0172,2025-08-22,2025-08-26,2,442.0,176.8,707.2,Credit Card,Delivered
O006160,C02958,P00614,S0185,2025-10-29,2025-11-02,1,771.0,38.55,732.45,COD,Delivered
O006161,C02095,P00022,S0007,2025-10-14,,1,4055.0,405.5,3649.5,Net Banking,Cancelled
O006162,C02124,P00844,S0115,2025-09-26,2025-09-29,2,314.0,188.4,439.6,COD,Delivered
O006163,C02583,P00463,S0291,2026-05-08,2026-05-11,1,1635.0,490.5,1144.5,Credit Card,Delivered
O006164,C01750,P00458,S0181,2025-08-16,2025-08-23,1,364.0,0.0,364.0,Net Banking,Delivered
O006165,C00884,P00911,S0070,2025-09-19,2025-09-24,1,1000.0,250.0,750.0,COD,Delivered
O006166,C01693,P00001,S0246,2026-08-02,2026-08-09,3,1861.0,1674.9,3908.1,UPI,Delivered
O006167,C00444,P00165,S0173,2026-04-29,,1,1991.0,0.0,1991.0,Credit Card,Cancelled
O006168,C03035,P00438,S0067,2026-06-30,2026-07-02,1,2388.0,119.4,2268.6,COD,Delivered
O006169,C04232,P00117,S0222,2026-06-06,2026-06-13,1,2488.0,497.6,1990.4,Credit Card,Delivered
O006170,C04157,P00916,S0186,2026-04-14,2026-04-17,1,2218.0,110.9,2107.1,COD,Delivered
O006171,C00518,P00119,S0260,2025-11-15,2025-11-22,1,2407.0,601.75,1805.25,UPI,Delivered
O006172,C04607,P00591,S0170,2026-03-15,2026-03-23,2,2612.0,0.0,5224.0,Credit Card,Delivered
O006173,C04180,P00801,S0038,2025-10-28,2025-11-04,1,1302.0,195.3,1106.7,Credit Card,Delivered
O006174,C00969,P00887,S0243,2026-05-17,2026-05-21,1,1013.0,50.65,962.35,Net Banking,Delivered
O006175,C04255,P00686,S0223,2026-03-14,2026-03-18,1,276.0,55.2,220.8,UPI,Delivered
O006176,C04597,P00473,S0208,2025-08-15,2025-08-23,1,1340.0,268.0,1072.0,UPI,Delivered
O006177,C04858,P00585,S0135,2026-03-22,2026-03-27,1,1022.0,153.3,868.7,UPI,Delivered
O006178,C01462,P00624,S0048,2026-01-01,2026-01-04,1,1009.0,100.9,908.1,UPI,Delivered
O006179,C04710,P00876,S0059,2026-05-09,2026-05-13,1,4779.0,1194.75,3584.25,UPI,Delivered
O006180,C00232,P00695,S0045,2026-07-30,2026-08-06,1,2167.0,650.1,1516.9,Credit Card,Delivered
O006181,C00240,P00473,S0208,2025-10-24,2025-10-28,1,1340.0,402.0,938.0,COD,Delivered
O006182,C01188,P00178,S0187,2025-10-28,2025-11-03,2,2566.0,1283.0,3849.0,UPI,Delivered
O006183,C00743,P00663,S0115,2026-01-12,2026-01-20,1,2760.0,552.0,2208.0,Debit Card,Delivered
O006184,C01697,P00999,S0196,2026-03-04,2026-03-06,1,1416.0,354.0,1062.0,COD,Delivered
O006185,C03209,P00953,S0272,2026-02-09,2026-02-15,1,2474.0,371.1,2102.9,Credit Card,Delivered
O006186,C00874,P00209,S0190,2025-12-28,2026-01-03,1,434.0,21.7,412.3,Debit Card,Delivered
O006187,C02789,P00967,S0248,2025-12-30,2026-01-07,1,2085.0,312.75,1772.25,Debit Card,Delivered
O006188,C01543,P00626,S0299,2026-07-10,2026-07-14,1,232.0,34.8,197.2,COD,Delivered
O006189,C03645,P00211,S0043,2025-09-09,2025-09-14,1,2665.0,0.0,2665.0,UPI,Delivered
O006190,C04859,P00023,S0063,2026-02-20,,1,1527.0,0.0,1527.0,COD,Cancelled
O006191,C03473,P00516,S0197,2026-02-26,2026-03-04,1,775.0,193.75,581.25,COD,Delivered
O006192,C04970,P00761,S0196,2026-08-10,2026-08-12,1,509.0,0.0,509.0,UPI,Delivered
O006193,C00786,P00846,S0247,2025-12-20,2025-12-23,2,2862.0,286.2,5437.8,Debit Card,Delivered
O006194,C02781,P00070,S0230,2026-06-08,2026-06-14,1,810.0,121.5,688.5,COD,Delivered
O006195,C02883,P00283,S0090,2025-11-07,2025-11-15,1,1476.0,442.8,1033.2,Net Banking,Delivered
O006196,C00188,P00984,S0239,2026-06-11,2026-06-13,1,1757.0,175.7,1581.3,Debit Card,Delivered
O006197,C02223,P00457,S0230,2026-05-11,2026-05-18,1,1065.0,106.5,958.5,Credit Card,Delivered
O006198,C03236,P00134,S0154,2025-09-13,2025-09-18,1,2015.0,302.25,1712.75,Credit Card,Delivered
O006199,C03615,P00203,S0265,2026-03-05,2026-03-08,1,3942.0,197.1,3744.9,Credit Card,Delivered
O006200,C04903,P00221,S0284,2026-08-03,2026-08-09,1,2461.0,615.25,1845.75,UPI,Delivered
O006201,C03903,P00943,S0279,2025-12-08,2025-12-12,1,754.0,0.0,754.0,Net Banking,Delivered
O006202,C00288,P00948,S0218,2026-04-06,2026-04-10,1,2844.0,426.6,2417.4,COD,Delivered
O006203,C02437,P00010,S0293,2025-08-14,2025-08-18,1,2940.0,735.0,2205.0,COD,Delivered
O006204,C00244,P00411,S0182,2025-10-06,2025-10-09,1,499.0,124.75,374.25,COD,Delivered
O006205,C02384,P00332,S0234,2025-12-05,2025-12-08,1,1845.0,553.5,1291.5,Net Banking,Delivered
O006206,C03989,P00626,S0299,2026-08-04,2026-08-06,1,232.0,34.8,197.2,UPI,Delivered
O006207,C04150,P00701,S0041,2026-02-09,2026-02-12,1,492.0,49.2,442.8,UPI,Delivered
O006208,C01018,P00619,S0281,2026-07-24,2026-08-01,1,592.0,59.2,532.8,COD,Delivered
O006209,C01247,P00468,S0287,2026-02-22,2026-02-24,1,2786.0,139.3,2646.7,COD,Delivered
O006210,C04262,P00608,S0017,2026-08-07,2026-08-13,1,718.0,71.8,646.2,UPI,Delivered
O006211,C02305,P00314,S0211,2026-03-13,2026-03-17,1,2200.0,0.0,2200.0,COD,Delivered
O006212,C00719,P00666,S0122,2025-09-26,2025-09-29,1,4881.0,732.15,4148.85,UPI,Delivered
O006213,C03271,P00659,S0288,2025-12-05,2025-12-11,1,1154.0,0.0,1154.0,UPI,Delivered
O006214,C02317,P00086,S0241,2026-05-27,2026-05-31,1,609.0,152.25,456.75,COD,Delivered
O006215,C00611,P00561,S0286,2026-04-25,2026-05-02,1,4296.0,214.8,4081.2,UPI,Delivered
O006216,C00846,P00060,S0069,2025-11-18,2025-11-21,1,3166.0,633.2,2532.8,Credit Card,Delivered
O006217,C04591,P00589,S0083,2025-10-21,2025-10-24,1,1076.0,269.0,807.0,Credit Card,Delivered
O006218,C02156,P00134,S0154,2026-03-20,2026-03-26,1,2015.0,302.25,1712.75,Credit Card,Delivered
O006219,C04331,P00927,S0101,2026-03-04,2026-03-08,1,232.0,69.6,162.4,UPI,Delivered
O006220,C01892,P00471,S0185,2026-04-06,2026-04-14,1,870.0,130.5,739.5,UPI,Delivered
O006221,C03664,P00084,S0229,2025-11-13,2025-11-19,1,1448.0,362.0,1086.0,Net Banking,Delivered
O006222,C01016,P00165,S0173,2026-07-29,2026-08-03,1,1991.0,398.2,1592.8,COD,Delivered
O006223,C02030,P00840,S0114,2025-11-16,2025-11-19,1,2060.0,412.0,1648.0,Credit Card,Delivered
O006224,C02717,P00856,S0046,2026-02-08,2026-02-16,1,945.0,283.5,661.5,COD,Delivered
O006225,C02009,P00793,S0128,2026-06-08,2026-06-15,1,600.0,90.0,510.0,Net Banking,Delivered
O006226,C02221,P00017,S0042,2026-07-24,2026-07-30,1,4642.0,1392.6,3249.4,UPI,Delivered
O006227,C03389,P00900,S0299,2025-09-22,2025-09-25,1,1549.0,154.9,1394.1,UPI,Delivered
O006228,C00268,P00193,S0024,2026-03-03,2026-03-07,1,1262.0,252.4,1009.6,Credit Card,Delivered
O006229,C02131,P00617,S0299,2026-04-24,2026-04-27,1,1446.0,433.8,1012.2,COD,Delivered
O006230,C00031,P00297,S0048,2026-07-27,2026-08-02,1,1259.0,188.85,1070.15,UPI,Delivered
O006231,C03762,P00354,S0152,2026-03-07,2026-03-12,1,1673.0,0.0,1673.0,Credit Card,Delivered
O006232,C03199,P00438,S0067,2026-07-28,2026-08-03,1,2388.0,119.4,2268.6,Credit Card,Delivered
O006233,C04043,P00860,S0016,2026-05-13,2026-05-20,1,819.0,40.95,778.05,COD,Delivered
O006234,C04047,P00518,S0268,2026-06-04,2026-06-10,1,1552.0,0.0,1552.0,UPI,Delivered
O006235,C04371,P00533,S0139,2026-06-13,2026-06-20,1,891.0,267.3,623.7,Net Banking,Delivered
O006236,C04723,P00506,S0099,2026-04-29,2026-05-01,3,868.0,651.0,1953.0,Debit Card,Delivered
O006237,C00886,P00435,S0216,2025-11-15,2025-11-21,1,2246.0,112.3,2133.7,Credit Card,Delivered
O006238,C00670,P00880,S0046,2026-06-19,2026-06-26,1,1057.0,264.25,792.75,UPI,Delivered
O006239,C03238,P00731,S0171,2026-04-14,2026-04-19,1,766.0,76.6,689.4,UPI,Delivered
O006240,C01584,P00602,S0231,2025-11-10,2025-11-14,1,1915.0,478.75,1436.25,COD,Delivered
O006241,C02500,P00854,S0188,2026-07-09,2026-07-15,1,1388.0,347.0,1041.0,Debit Card,Delivered
O006242,C02359,P00270,S0196,2026-04-24,2026-04-26,2,588.0,352.8,823.2,Credit Card,Delivered
O006243,C03067,P00194,S0010,2026-06-02,2026-06-04,1,2109.0,316.35,1792.65,COD,Delivered
O006244,C04368,P00654,S0289,2026-05-29,2026-06-01,1,1818.0,90.9,1727.1,UPI,Delivered
O006245,C00771,P00699,S0039,2026-01-09,2026-01-12,2,1141.0,684.6,1597.4,UPI,Delivered
O006246,C04209,P00024,S0273,2025-09-10,2025-09-15,1,902.0,45.1,856.9,Debit Card,Delivered
O006247,C01460,P00119,S0260,2026-07-14,2026-07-22,1,2407.0,120.35,2286.65,COD,Delivered
O006248,C00261,P00968,S0250,2026-05-30,2026-06-04,1,2303.0,690.9,1612.1,COD,Delivered
O006249,C02758,P00921,S0266,2025-12-08,2025-12-10,1,1803.0,180.3,1622.7,COD,Delivered
O006250,C01238,P00341,S0155,2025-08-17,2025-08-21,1,2193.0,0.0,2193.0,Credit Card,Delivered
O006251,C04453,P00729,S0015,2026-07-01,2026-07-04,2,4053.0,810.6,7295.4,Net Banking,Delivered
O006252,C01230,P00184,S0218,2025-12-26,2026-01-02,1,1533.0,0.0,1533.0,Net Banking,Delivered
O006253,C00689,P00982,S0211,2025-12-10,2025-12-15,1,696.0,174.0,522.0,UPI,Delivered
O006254,C00139,P00054,S0184,2025-09-10,2025-09-17,1,4741.0,474.1,4266.9,UPI,Delivered
O006255,C01216,P00427,S0075,2026-05-31,,2,337.0,134.8,539.2,UPI,Cancelled
O006256,C03001,P00234,S0199,2025-08-31,2025-09-08,1,4939.0,987.8,3951.2,Net Banking,Delivered
O006257,C00061,P00200,S0227,2025-08-30,2025-09-06,1,181.0,45.25,135.75,COD,Delivered
O006258,C02456,P00486,S0112,2025-12-25,2025-12-28,1,2139.0,534.75,1604.25,COD,Delivered
O006259,C03142,P00798,S0171,2025-10-01,2025-10-09,1,3387.0,338.7,3048.3,UPI,Delivered
O006260,C02289,P00191,S0253,2025-10-12,2025-10-20,1,511.0,76.65,434.35,Credit Card,Delivered
O006261,C03131,P00226,S0100,2025-12-29,2025-12-31,3,528.0,158.4,1425.6,UPI,Delivered
O006262,C01489,P00624,S0048,2025-11-06,2025-11-14,1,1009.0,50.45,958.55,COD,Delivered
O006263,C04728,P00346,S0039,2026-02-17,2026-02-20,1,899.0,0.0,899.0,COD,Delivered
O006264,C01295,P00817,S0190,2025-10-11,2025-10-14,1,1787.0,357.4,1429.6,Net Banking,Delivered
O006265,C04426,P00109,S0281,2026-01-19,2026-01-21,2,1874.0,1124.4,2623.6,COD,Delivered
O006266,C01529,P00048,S0143,2026-04-21,2026-04-23,1,2496.0,0.0,2496.0,Credit Card,Delivered
O006267,C00695,P00015,S0082,2026-02-27,2026-03-01,2,1043.0,0.0,2086.0,UPI,Delivered
O006268,C04758,P00328,S0169,2026-01-31,,1,2035.0,101.75,1933.25,COD,Cancelled
O006269,C03928,P00555,S0294,2026-04-25,2026-05-03,1,2230.0,557.5,1672.5,Debit Card,Delivered
O006270,C04426,P00113,S0169,2025-09-25,2025-10-02,1,1711.0,427.75,1283.25,COD,Delivered
O006271,C00988,P00640,S0206,2026-08-10,2026-08-17,1,779.0,194.75,584.25,COD,Delivered
O006272,C04678,P00928,S0240,2026-04-07,2026-04-09,2,2622.0,1573.2,3670.8,UPI,Delivered
O006273,C01979,P00882,S0179,2025-08-22,2025-08-29,1,1956.0,391.2,1564.8,Debit Card,Delivered
O006274,C00841,P00061,S0254,2025-10-05,2025-10-12,1,189.0,56.7,132.3,COD,Delivered
O006275,C03564,P00677,S0135,2026-07-30,2026-08-03,1,958.0,0.0,958.0,COD,Delivered
O006276,C00011,P00245,S0021,2026-01-12,2026-01-15,1,1301.0,390.3,910.7,Debit Card,Delivered
O006277,C03330,P00399,S0162,2025-12-23,,1,1094.0,164.1,929.9,UPI,Cancelled
O006278,C00244,P00508,S0033,2026-06-29,2026-07-02,1,2263.0,452.6,1810.4,Credit Card,Delivered
O006279,C01561,P00214,S0082,2026-03-20,2026-03-27,1,1587.0,79.35,1507.65,UPI,Delivered
O006280,C01676,P00822,S0261,2026-06-19,,1,1960.0,196.0,1764.0,Credit Card,Cancelled
O006281,C01035,P00732,S0285,2025-09-06,2025-09-10,1,2400.0,600.0,1800.0,UPI,Delivered
O006282,C03804,P00109,S0281,2026-06-23,2026-07-01,1,1874.0,562.2,1311.8,COD,Delivered
O006283,C01167,P00730,S0053,2026-04-05,2026-04-09,2,443.0,177.2,708.8,Credit Card,Delivered
O006284,C00794,P00763,S0257,2025-12-05,2025-12-09,1,1143.0,228.6,914.4,Credit Card,Delivered
O006285,C02033,P00525,S0274,2026-07-09,2026-07-15,1,2466.0,246.6,2219.4,UPI,Delivered
O006286,C00357,P00234,S0199,2026-04-02,2026-04-07,1,4939.0,0.0,4939.0,Debit Card,Delivered
O006287,C04175,P00307,S0006,2026-04-09,2026-04-11,2,2342.0,1405.2,3278.8,UPI,Delivered
O006288,C00498,P00249,S0219,2026-08-10,2026-08-13,1,1913.0,95.65,1817.35,UPI,Delivered
O006289,C02824,P00681,S0293,2026-01-05,2026-01-13,1,894.0,0.0,894.0,COD,Delivered
O006290,C03197,P00097,S0167,2026-05-04,2026-05-06,1,1296.0,129.6,1166.4,COD,Delivered
O006291,C03538,P00093,S0262,2026-07-11,2026-07-15,1,3986.0,398.6,3587.4,UPI,Delivered
O006292,C00147,P00032,S0221,2026-03-07,2026-03-14,1,1566.0,156.6,1409.4,UPI,Delivered
O006293,C01523,P00092,S0031,2026-08-07,2026-08-12,1,2097.0,0.0,2097.0,Net Banking,Delivered
O006294,C02798,P00944,S0198,2026-07-16,2026-07-21,1,1212.0,121.2,1090.8,UPI,Delivered
O006295,C03963,P00950,S0031,2025-10-24,2025-10-30,1,3819.0,190.95,3628.05,COD,Delivered
O006296,C01998,P00772,S0193,2025-12-03,2025-12-09,1,508.0,50.8,457.2,COD,Delivered
O006297,C01708,P00009,S0225,2025-08-21,2025-08-26,1,3999.0,199.95,3799.05,UPI,Delivered
O006298,C01616,P00860,S0016,2025-11-26,2025-12-04,1,819.0,204.75,614.25,Net Banking,Delivered
O006299,C04124,P00294,S0238,2026-02-01,2026-02-06,1,1321.0,0.0,1321.0,COD,Delivered
O006300,C04290,P00355,S0265,2025-08-15,2025-08-19,3,406.0,121.8,1096.2,UPI,Delivered
O006301,C02935,P00724,S0138,2026-03-22,2026-03-24,1,1636.0,327.2,1308.8,UPI,Delivered
O006302,C03857,P00616,S0291,2025-12-20,2025-12-24,1,1853.0,555.9,1297.1,Net Banking,Delivered
O006303,C02057,P00830,S0241,2026-01-09,2026-01-13,1,946.0,236.5,709.5,Debit Card,Delivered
O006304,C04615,P00273,S0222,2025-10-21,2025-10-25,1,1260.0,0.0,1260.0,COD,Delivered
O006305,C02215,P00707,S0039,2026-06-15,2026-06-17,1,1166.0,349.8,816.2,Debit Card,Delivered
O006306,C03709,P00460,S0047,2026-08-02,2026-08-08,1,1142.0,114.2,1027.8,COD,Delivered
O006307,C02211,P00486,S0112,2025-10-17,2025-10-23,1,2139.0,427.8,1711.2,UPI,Delivered
O006308,C02745,P00851,S0297,2026-07-18,,1,1948.0,292.2,1655.8,COD,Cancelled
O006309,C03591,P00501,S0224,2026-06-14,2026-06-16,2,3664.0,1099.2,6228.8,Debit Card,Delivered
O006310,C02628,P00164,S0005,2026-07-08,,1,822.0,164.4,657.6,Debit Card,Cancelled
O006311,C03617,P00090,S0208,2026-05-10,2026-05-12,1,3770.0,565.5,3204.5,Debit Card,Delivered
O006312,C01616,P00956,S0131,2026-05-17,2026-05-19,1,1271.0,63.55,1207.45,COD,Delivered
O006313,C02756,P00893,S0204,2026-05-26,2026-05-28,1,996.0,99.6,896.4,COD,Delivered
O006314,C04129,P00350,S0230,2026-06-09,2026-06-12,1,1644.0,164.4,1479.6,Net Banking,Delivered
O006315,C00685,P00065,S0200,2026-03-21,2026-03-29,3,2484.0,1117.8,6334.2,UPI,Delivered
O006316,C01825,P00387,S0154,2026-06-29,2026-07-06,1,2609.0,130.45,2478.55,COD,Delivered
O006317,C01584,P00991,S0203,2025-11-22,2025-11-24,1,1389.0,416.7,972.3,COD,Delivered
O006318,C02420,P00040,S0166,2025-08-17,2025-08-25,1,2090.0,522.5,1567.5,COD,Delivered
O006319,C03305,P00930,S0071,2026-05-28,2026-06-02,1,316.0,0.0,316.0,Net Banking,Delivered
O006320,C03630,P00072,S0185,2025-11-26,2025-11-29,1,754.0,37.7,716.3,Credit Card,Delivered
O006321,C03139,P00152,S0215,2025-10-26,2025-10-30,1,1334.0,200.1,1133.9,Credit Card,Delivered
O006322,C03220,P00330,S0258,2025-10-12,2025-10-16,2,991.0,297.3,1684.7,UPI,Delivered
O006323,C03222,P00716,S0216,2026-01-19,2026-01-24,2,2384.0,715.2,4052.8,COD,Delivered
