return_id,order_id,return_date,return_reason,return_category,refund_amount,return_status,condition_after_return
R000648,O004528,2025-09-09,Wrong Size,Customer Preference,417.79,Approved,Damaged
R000649,O004531,2026-02-22,Wrong Product ,Product Issue,4575.94,Approved,Damaged
R000650,O004533,2026-01-23,Damaged Product,Product Issue,373.3,Approved,Opened
R000651,O004536,2025-09-16,Not as Expected,Customer Preference,2259.69,Approved,Good
R000652,O004541,2025-09-07,Not as Expected,Customer Preference,2855.39,Approved,Good
R000653,O004542,2026-08-17,Product Quality Issue,Product Issue,1718.4,Approved,Good
R000654,O004544,2025-09-12,Damaged Product,Product Issue,2215.13,Approved,Good
R000655,O004550,2025-12-20,Late Delivery,Customer Preference,834.2,Approved,Damaged
R000656,O004551,2026-03-08,Late Delivery,Customer Preference,1250.83,Approved,Damaged
R000657,O004552,2026-01-24,Damaged Product,Product Issue,2087.91,Approved,Good
R000658,O004554,2026-04-08,Late Delivery,Customer Preference,1284.68,Rejected,Good
R000659,O004557,2026-02-26,Wrong Size,Customer Preference,1065.52,Approved,Opened
R000660,O004560,2026-01-23,Wrong Size,Customer Preference,935.62,Approved,Good
R000661,O004566,2025-12-03,Wrong Product,Product Issue,252.18,Approved,Opened
R000662,O004569,2026-05-24,Product Quality Issue,Product Issue,165.36,Approved,Damaged
R000663,O004582,2026-03-16,Product Quality Issue,Product Issue,635.37,Approved,Damaged
R000664,O004600,2026-05-08,Changed Mind,Customer Preference,1309.45,Approved,Damaged
R000665,O004601,2026-02-03,Late Delivery,Customer Preference,821.73,Approved,Good
R000666,O004607,2026-05-01,Wrong Size,Customer Preference,1134.47,Approved,Opened
R000667,O004612,2026-08-11,Wrong Product,Product Issue,1549.92,Approved,Good
R000668,O004618,2026-07-09,Damaged Product,Product Issue,224.26,Approved,Opened
R000669,O004634,2025-12-23,Product Quality Issue,Product Issue,3782.37,Approved,Opened
R000670,O004642,2025-12-22,Wrong Product,Product Issue,494.53,Approved,Damaged
R000671,O004647,2025-10-06,Missing Accessories,Product Issue,1063.26,Approved,Damaged
R000672,O004650,2026-07-19,Wrong Size,Customer Preference,1785.01,Approved,Good
R000673,O004668,2025-10-20,Damaged Product,Product Issue,4330.75,Approved,Damaged
R000674,O004694,2026-06-26,Wrong Size,Customer Preference,342.95,Approved,Damaged
R000675,O004695,2025-12-12,Missing Accessories,Product Issue,5570.37,Approved,Opened
R000676,O004709,2025-10-24,Late Delivery,Customer Preference,2934.24,Approved,Opened
R000677,O004733,2026-02-16,Missing Accessories,Product Issue,1034.59,Approved,Opened
R000678,O004736,2026-07-24,Missing Accessories,Product Issue,384.08,Approved,Opened
R000679,O004758,2026-04-09,Wrong Product,Product Issue,858.82,Approved,Damaged
R000680,O004759,2026-01-10,Wrong Product,Product Issue,1160.21,Approved,Good
R000681,O004767,2025-11-02,Damaged Product,Product Issue,2992.08,Approved,Opened
R000682,O004772,2026-07-27,Changed Mind,Customer Preference,731.81,Approved,Damaged
R000683,O004776,2025-10-12,Changed Mind,Customer Preference,1978.5,Approved,Damaged
R000684,O004789,2025-12-09,Not as Expected,Customer Preference,441.46,Approved,Good
R000685,O004791,2025-12-16,Wrong Product,Product Issue,1456.55,Approved,Opened
R000686,O004799,2025-10-18,Product Quality Issue,Product Issue,811.05,Approved,Damaged
R000687,O004816,2025-11-20,Missing Accessories,Product Issue,1170.04,Approved,Good
R000688,O004819,2025-09-21,Missing Accessories,Product Issue,700.81,Approved,Good
R000689,O004834,2026-04-20,Missing Accessories,Product Issue,582.31,Approved,Damaged
R000690,O004843,2025-10-08,Product Quality Issue,Product Issue,1661.74,Approved,Damaged
R000691,O004845,2025-09-07,Wrong Size,Customer Preference,716.16,Approved,Good
R000692,O004850,2025-11-26,Late Delivery,Customer Preference,625.13,Approved,Opened
R000693,O004865,2026-04-10,Late Delivery,Customer Preference,1935.63,Approved,Damaged
R000694,O004867,2026-03-19,Damaged Product,Product Issue,1765.41,Approved,Opened
R000695,O004870,2025-10-05,Missing Accessories,Product Issue,855.32,Rejected,Opened
R000696,O004884,2026-04-04,Damaged Product,Product Issue,3254.76,Approved,Damaged
R000697,O004889,2025-09-30,Product Quality Issue,Product Issue,802.01,Approved,Opened
R000698,O004897,2026-03-16,Wrong Size,Customer Preference,854.17,Approved,Opened
R000699,O004899,2026-07-10,Product Quality Issue,Product Issue,1536.45,Approved,Opened
R000700,O004901,2026-01-16,Late Delivery,Customer Preference,3865.74,Approved,Good
R000701,O004903,2026-04-18,Damaged Product,Product Issue,831.13,Approved,Opened
R000702,O004919,2026-06-18,Wrong Size,Customer Preference,2101.94,Approved,Opened
R000703,O004934,2026-01-13,Wrong Size,Customer Preference,705.91,Approved,Damaged
R000704,O004939,2026-01-16,Late Delivery,Customer Preference,1349.58,Approved,Damaged
R000705,O004955,2026-08-11,Changed Mind,Customer Preference,2419.89,Approved,Damaged
R000706,O004959,2026-01-28,Changed Mind,Customer Preference,653.37,Approved,Good
R000707,O004963,2026-02-09,Late Delivery,Customer Preference,3702.72,Approved,Good
R000708,O004971,2025-10-06,Damaged Product,Product Issue,3195.8,Approved,Opened
R000709,O004976,2025-11-18,Wrong Size,Customer Preference,1828.85,Approved,Damaged
R000710,O004978,2026-03-15,Wrong Product,Product Issue,634.92,Approved,Damaged
R000711,O004986,2026-07-05,Missing Accessories,Product Issue,3302.36,Approved,Damaged
R000712,O004992,2026-07-10,Late Delivery,Customer Preference,1556.16,Approved,Opened
R000713,O005027,2025-10-28,Product Quality Issue,Product Issue,3292.61,Approved,Good
R000714,O005030,2026-05-09,Wrong Product,Product Issue,5297.02,Approved,Good
R000715,O005045,2026-04-26,Missing Accessories,Product Issue,904.41,Approved,Good
R000716,O005055,2025-08-26,Wrong Product,Product Issue,1425.73,Approved,Damaged
R000717,O005056,2025-09-21,Damaged Product,Product Issue,1967.52,Approved,Damaged
R000718,O005062,2025-11-17,Missing Accessories,Product Issue,1540.99,Approved,Damaged
R000719,O005073,2026-01-15,Damaged Product,Product Issue,1519.5,Approved,Damaged
R000720,O005082,2026-02-06,Late Delivery,Customer Preference,471.05,Approved,Damaged
R000721,O005094,2026-03-13,Missing Accessories,Product Issue,2433.87,Approved,Damaged
R000722,O005096,2026-04-11,Product Quality Issue,Product Issue,264.24,Approved,Damaged
R000723,O005101,2025-12-11,Late Delivery,Customer Preference,1724.58,Approved,Damaged
R000724,O005108,2026-03-14,Missing Accessories,Product Issue,2295.65,Approved,Opened
R000725,O005116,2026-05-30,Missing Accessories,Product Issue,620.44,Approved,Opened
R000726,O005117,2026-01-08,Not as Expected,Customer Preference,1454.06,Approved,Good
R000727,O005120,2025-11-13,Changed Mind,Customer Preference,872.5,Approved,Opened
R000728,O005121,2026-02-19,Missing Accessories,Product Issue,1309.33,Approved,Good
R000729,O005125,2026-05-17,Not as Expected,Customer Preference,1632.7,Approved,Opened
R000730,O005126,2025-12-31,Damaged Product,Product Issue,2586.26,Approved,Opened
R000731,O005138,2025-12-05,Late Delivery,Customer Preference,4053.86,Approved,Good
R000732,O005141,2026-02-03,Not as Expected,Customer Preference,1875.23,Approved,Opened
R000733,O005158,2025-09-13,Late Delivery,Customer Preference,3357.99,Approved,Damaged
R000734,O005189,2025-09-26,Wrong Size,Customer Preference,2765.49,Approved,Damaged
R000735,O005196,2026-08-01,Not as Expected,Customer Preference,1664.98,Rejected,Damaged
R000736,O005199,2026-02-21,Wrong Size,Customer Preference,771.97,Approved,Damaged
R000737,O005208,2026-08-16,Damaged Product,Product Issue,1378.65,Approved,Damaged
R000738,O005218,2026-06-12,Missing Accessories,Product Issue,957.1,Rejected,Damaged
R000739,O005219,2026-02-17,Missing Accessories,Product Issue,652.67,Approved,Damaged
R000740,O005221,2026-01-07,Changed Mind,Customer Preference,797.54,Approved,Damaged
R000741,O005228,2025-12-28,Wrong Size,Customer Preference,3751.83,Approved,Opened
R000742,O005229,2025-09-12,Wrong Size,Customer Preference,369.07,Rejected,Good
R000743,O005244,2026-05-24,Missing Accessories,Product Issue,198.81,Approved,Good
R000744,O005247,2025-12-14,Product Quality Issue,Product Issue,1231.6,Approved,Good
R000745,O005263,2025-12-18,Changed Mind,Customer Preference,256.62,Approved,Opened
R000746,O005266,2026-04-26,Not as Expected,Customer Preference,2352.17,Approved,Opened
R000747,O005272,2026-05-05,Not as Expected,Customer Preference,1652.09,Approved,Opened
R000748,O005276,2025-10-15,Late Delivery,Customer Preference,2466.75,Approved,Good
R000749,O005277,2026-04-08,Wrong Size,Customer Preference,1301.3,Approved,Good
R000750,O005286,2026-01-12,Wrong Size,Customer Preference,2454.9,Approved,Good
R000751,O005291,2026-02-13,Not as Expected,Customer Preference,3437.56,Approved,Good
R000752,O005295,2026-01-10,Missing Accessories,Product Issue,651.21,Rejected,Good
R000753,O005301,2025-12-19,Wrong Size,Customer Preference,2064.93,Approved,Damaged
R000754,O005311,2025-09-04,Damaged Product,Product Issue,452.12,Approved,Damaged
R000755,O005314,2026-06-28,Late Delivery,Customer Preference,2342.01,Approved,Damaged
R000756,O005319,2026-03-30,Wrong Size,Customer Preference,2108.8,Approved,Damaged
R000757,O005321,2025-12-28,Wrong Size,Customer Preference,1280.35,Approved,Good
R000758,O005327,2026-07-31,Late Delivery,Customer Preference,998.3,Approved,Damaged
R000759,O005334,2025-09-16,Late Delivery,Customer Preference,1613.33,Approved,Damaged
R000760,O005336,2025-08-24,Wrong Size,Customer Preference,4053.93,Approved,Damaged
R000761,O005338,2025-11-03,Damaged Product,Product Issue,356.36,Approved,Opened
R000762,O005353,2025-11-08,Product Quality Issue,Product Issue,2539.91,Approved,Good
R000763,O005355,2025-09-21,Late Delivery,Customer Preference,1222.88,Approved,Damaged
R000764,O005361,2025-10-20,Wrong Size,Customer Preference,466.73,Rejected,Opened
R000765,O005365,2026-02-19,Wrong Size,Customer Preference,1538.93,Approved,Good
R000766,O005372,2026-08-09,Missing Accessories,Product Issue,261.37,Approved,Good
R000767,O005377,2025-10-15,Product Quality Issue,Product Issue,1488.65,Approved,Damaged
R000768,O005379,2025-11-21,Late Delivery ,Customer Preference,936.36,Approved,Opened
R000769,O005387,2026-08-21,Changed Mind,Customer Preference,2045.56,Approved,Good
R000770,O005391,2026-07-02,Wrong Product,Product Issue,2799.57,Approved,Good
R000771,O005393,2025-12-15,Wrong Product,Product Issue,1182.09,Approved,Damaged
R000772,O005399,2026-05-25,Product Quality Issue,Product Issue,765.76,Approved,Good
R000773,O005425,2026-04-10,Not as Expected,Customer Preference,317.37,Approved,Damaged
R000774,O005430,2026-05-19,Missing Accessories,Product Issue,3794.04,Approved,Opened
R000775,O005432,2026-05-01,Damaged Product,Product Issue,1223.6,Approved,Damaged
R000776,O005436,2026-01-08,Wrong Size ,Customer Preference,596.73,Approved,Opened
R000777,O005439,2026-03-22,Not as Expected,Customer Preference,4687.54,Approved,Good
R000778,O005442,2026-01-16,Damaged Product,Product Issue,414.5,Approved,Opened
R000779,O005446,2025-09-11,Late Delivery,Customer Preference,1650.43,Approved,Good
R000780,O005448,2025-11-29,Missing Accessories,Product Issue,867.23,Approved,Damaged
R000781,O005458,2026-03-27,Not as Expected,Customer Preference,699.17,Rejected,Opened
R000782,O005459,2025-12-19,Late Delivery,Customer Preference,3497.95,Approved,Damaged
R000783,O005465,2026-03-24,Missing Accessories,Product Issue,607.44,Approved,Good
R000784,O005467,2025-09-30,Product Quality Issue,Product Issue,8675.55,Approved,Damaged
R000785,O005472,2025-10-01,Damaged Product,Product Issue,178.0,Approved,Damaged
R000786,O005485,2025-09-25,Wrong Size,Customer Preference,1369.96,Approved,Opened
R000787,O005487,2025-12-12,Late Delivery,Customer Preference,811.29,Approved,Damaged
R000788,O005491,2026-01-17,Late Delivery,Customer Preference,1703.54,Approved,Good
R000789,O005495,2026-04-27,Damaged Product,Product Issue,1638.35,Approved,Damaged
R000790,O005505,2025-11-07,Missing Accessories,Product Issue,4609.79,Approved,Opened
R000791,O005511,2026-01-07,Damaged Product,Product Issue,175.65,Rejected,Good
R000792,O005517,2026-08-17,Not as Expected,Customer Preference,3030.43,Approved,Good
R000793,O005520,2025-12-05,Changed Mind,Customer Preference,5284.71,Approved,Damaged
R000794,O005523,2025-10-22,Not as Expected,Customer Preference,1341.01,Approved,Good
R000795,O005524,2026-05-23,Product Quality Issue,Product Issue,1483.29,Approved,Damaged
R000796,O005526,2025-12-04,Wrong Size,Customer Preference,1682.57,Approved,Damaged
R000797,O005546,2026-06-01,Changed Mind,Customer Preference,1495.59,Approved,Opened
R000798,O005556,2025-11-22,Changed Mind,Customer Preference,7640.28,Approved,Good
R000799,O005559,2026-07-22,Missing Accessories,Product Issue,2172.26,Approved,Opened
R000800,O005568,2026-04-12,Wrong Size,Customer Preference,1647.62,Approved,Good
R000801,O005575,2026-02-17,Wrong Size,Customer Preference,427.94,Approved,Good
R000802,O005576,2025-08-31,Missing Accessories,Product Issue,2269.17,Approved,Opened
R000803,O005579,2026-02-11,Product Quality Issue,Product Issue,2130.76,Approved,Opened
R000804,O005591,2026-04-16,Late Delivery,Customer Preference,1663.07,Approved,Good
R000805,O005594,2025-09-06,Wrong Size,Customer Preference,590.04,Approved,Damaged
R000806,O005601,2025-09-09,Missing Accessories,Product Issue,2413.42,Approved,Good
R000807,O005604,2026-06-09,Damaged Product,Product Issue,1172.57,Approved,Good
R000808,O005606,2026-01-24,Late Delivery,Customer Preference,576.09,Approved,Good
R000809,O005607,2026-03-20,Changed Mind,Customer Preference,1955.65,Approved,Good
R000810,O005611,2025-11-14,Not as Expected,Customer Preference,1244.46,Approved,Opened
R000811,O005626,2026-01-23,Late Delivery,Customer Preference,558.26,Approved,Damaged
R000812,O005627,2026-01-18,Wrong Size,Customer Preference,2637.26,Rejected,Damaged
R000813,O005635,2026-06-23,Late Delivery,Customer Preference,1135.6,Approved,Damaged
R000814,O005636,2026-08-04,Wrong Size,Customer Preference,1024.79,Approved,Good
R000815,O005639,2026-07-13,Changed Mind,Customer Preference,2053.85,Approved,Opened
R000816,O005640,2026-01-13,Wrong Size,Customer Preference,638.07,Approved,Good
R000817,O005646,2025-09-13,Damaged Product,Product Issue,1218.0,Approved,Damaged
R000818,O005649,2026-01-01,Wrong Product,Product Issue,451.3,Approved,Damaged
R000819,O005651,2026-02-16,Wrong Size,Customer Preference,2193.83,Approved,Good
R000820,O005657,2026-03-05,Missing Accessories,Product Issue,8111.07,Approved,Damaged
R000821,O005661,2026-03-13,Wrong Product,Product Issue,379.62,Approved,Opened
R000822,O005662,2026-07-01,Late Delivery,Customer Preference,1247.19,Approved,Good
R000823,O005665,2026-05-23,Product Quality Issue,Product Issue,2029.59,Rejected,Good
R000824,O005668,2026-08-11,Not as Expected,Customer Preference,347.33,Approved,Opened
R000825,O005681,2026-05-27,Late Delivery,Customer Preference,1650.86,Approved,Damaged
R000826,O005686,2026-02-14,Missing Accessories,Product Issue,213.89,Approved,Damaged
R000827,O005689,2025-10-22,Not as Expected,Customer Preference,1813.97,Approved,Good
R000828,O005694,2026-08-06,Wrong Size,Customer Preference,8161.68,Approved,Opened
R000829,O005706,2026-04-17,Missing Accessories,Product Issue,259.09,Approved,Opened
R000830,O005710,2026-04-09,Not as Expected,Customer Preference,1776.7,Approved,Damaged
R000831,O005735,2025-12-18,Late Delivery,Customer Preference,1576.51,Approved,Damaged
R000832,O005741,2026-02-22,Not as Expected,Customer Preference,221.19,Approved,Good
R000833,O005744,2026-06-13,Changed Mind,Customer Preference,1668.7,Approved,Opened
R000834,O005745,2026-06-18,Wrong Product,Product Issue,502.41,Approved,Damaged
R000835,O005757,2025-11-28,Not as Expected,Customer Preference,999.39,Approved,Opened
R000836,O005763,2026-03-10,Wrong Product,Product Issue,767.77,Approved,Opened
R000837,O005784,2025-09-06,Missing Accessories,Product Issue,787.98,Approved,Good
R000838,O005792,2025-11-16,Changed Mind,Customer Preference,1405.23,Approved,Opened
R000839,O005799,2026-05-18,Not as Expected,Customer Preference,1693.15,Approved,Opened
R000840,O005806,2026-07-09,Not as Expected,Customer Preference,1882.57,Approved,Damaged
R000841,O005812,2026-06-12,Wrong Size,Customer Preference,1033.67,Approved,Damaged
R000842,O005818,2025-08-25,Product Quality Issue,Product Issue,114.27,Approved,Damaged
R000843,O005821,2025-10-27,Missing Accessories,Product Issue,884.14,Approved,Good
R000844,O005827,2025-12-14,Changed Mind,Customer Preference,1181.19,Approved,Good
R000845,O005865,2026-01-10,Missing Accessories,Product Issue,992.41,Approved,Damaged
R000846,O005870,2026-06-04,Product Quality Issue,Product Issue,560.84,Approved,Opened
R000847,O005873,2025-11-12,Damaged Product,Product Issue,3501.39,Rejected,Opened
R000848,O005878,2026-07-03,Product Quality Issue,Product Issue,1697.67,Approved,Damaged
R000849,O005908,2026-08-02,Wrong Size,Customer Preference,1822.28,Approved,Good
R000850,O005914,2026-08-03,Damaged Product,Product Issue,1102.37,Approved,Damaged
R000851,O005920,2026-07-15,Changed Mind,Customer Preference,1864.71,Approved,Good
R000852,O005922,2026-05-26,Wrong Size,Customer Preference,465.78,Approved,Damaged
R000853,O005926,2025-10-12,Late Delivery,Customer Preference,2166.66,Approved,Good
R000854,O005934,2025-09-24,Changed Mind,Customer Preference,493.65,Approved,Opened
R000855,O005935,2025-12-11,Missing Accessories,Product Issue,2449.08,Approved,Good
R000856,O005936,2026-04-01,Product Quality Issue,Product Issue,3252.53,Approved,Good
R000857,O005956,2025-10-19,Wrong Size,Customer Preference,894.92,Approved,Good
R000858,O005961,2026-02-14,Missing Accessories,Product Issue,8961.91,Approved,Damaged
R000859,O006002,2025-10-23,Product Quality Issue,Product Issue,1261.88,Approved,Opened
R000860,O006006,2026-01-15,Damaged Product,Product Issue,1788.95,Approved,Good
R000861,O006011,2026-08-03,Late Delivery,Customer Preference,702.89,Rejected,Good
R000862,O006038,2026-06-29,Late Delivery,Customer Preference,818.92,Approved,Opened
R000863,O006041,2026-02-14,Changed Mind,Customer Preference,3497.19,Approved,Good
R000864,O006045,2025-09-20,Wrong Product,Product Issue,1621.31,Rejected,Damaged
R000865,O006055,2026-07-25,Wrong Product,Product Issue,1908.05,Approved,Good
R000866,O006062,2026-06-01,Wrong Product,Product Issue,2283.68,Approved,Opened
R000867,O006095,2025-11-15,Product Quality Issue,Product Issue,733.25,Rejected,Opened
R000868,O006097,2025-09-26,Changed Mind,Customer Preference,1735.49,Approved,Damaged
R000869,O006099,2026-04-08,Damaged Product,Product Issue,3145.29,Approved,Good
R000870,O006108,2026-04-24,Product Quality Issue,Product Issue,763.97,Approved,Damaged
R000871,O006121,2026-08-01,Wrong Product,Product Issue,804.53,Approved,Damaged
R000872,O006130,2026-04-15,Changed Mind ,Customer Preference,404.34,Approved,Opened
R000873,O006147,2026-06-08,Missing Accessories,Product Issue,961.55,Approved,Good
R000874,O006150,2026-03-01,Damaged Product,Product Issue,1832.35,Approved,Good
R000875,O006153,2025-12-08,Wrong Product,Product Issue,1580.75,Approved,Opened
R000876,O006160,2025-11-11,Wrong Product,Product Issue,692.45,Approved,Opened
R000877,O006184,2026-03-08,Wrong Size,Customer Preference,952.32,Approved,Damaged
R000878,O006187,2026-01-16,Damaged Product,Product Issue,1703.59,Approved,Damaged
R000879,O006188,2026-07-23,Damaged Product,Product Issue,186.09,Approved,Damaged
R000880,O006196,2026-06-18,Not as Expected,Customer Preference,1429.78,Approved,Damaged
R000881,O006197,2026-05-26,Product Quality Issue,Product Issue,884.54,Approved,Damaged
R000882,O006212,2025-10-05,Not as Expected,Customer Preference,4026.66,Approved,Damaged
R000883,O006223,2025-11-25,Wrong Product ,Product Issue,1528.86,Approved,Opened
R000884,O006224,2026-02-24,Not as Expected,Customer Preference,564.7,Rejected,Good
R000885,O006228,2026-03-11,Damaged Product,Product Issue,937.06,Approved,Damaged
R000886,O006230,2026-08-12,Not as Expected,Customer Preference,1003.83,Approved,Opened
R000887,O006233,2026-05-22,Wrong Size,Customer Preference,664.16,Approved,Damaged
R000888,O006257,2025-09-13,Changed Mind,Customer Preference,127.99,Approved,Good
R000889,O006262,2025-11-16,Wrong Size,Customer Preference,865.93,Approved,Good
R000890,O006264,2025-10-23,Not as Expected,Customer Preference,1306.99,Approved,Opened
R000891,O006271,2026-08-24,Product Quality Issue,Product Issue,560.44,Approved,Opened
R000892,O006284,2025-12-11,Wrong Size,Customer Preference,857.2,Approved,Damaged
R000893,O006290,2026-05-09,Wrong Product,Product Issue,1083.03,Approved,Good
R000894,O006292,2026-03-24,Changed Mind,Customer Preference,1350.68,Approved,Good
R000895,O006294,2026-07-31,Damaged Product,Product Issue,968.11,Approved,Damaged
R000896,O006304,2025-11-03,Missing Accessories,Product Issue,1113.54,Approved,Good
R000897,O006305,2026-06-26,Missing Accessories,Product Issue,783.98,Approved,Good
R000898,O006309,2026-06-24,Late Delivery,Customer Preference,5638.03,Approved,Damaged
R000899,O006321,2025-11-06,Wrong Size,Customer Preference,1121.14,Approved,Opened
R000900,O006343,2026-03-17,Damaged Product,Product Issue,369.64,Approved,Good
R000901,O006352,2026-02-11,Product Quality Issue,Product Issue,573.29,Rejected,Opened
R000902,O006357,2026-01-05,Product Quality Issue,Product Issue,933.41,Approved,Good
R000903,O006358,2025-12-06,Not as Expected,Customer Preference,1575.44,Approved,Opened
R000904,O006365,2026-08-02,Product Quality Issue,Product Issue,1847.44,Approved,Good
R000905,O006366,2026-07-04,Changed Mind,Customer Preference,1624.19,Approved,Damaged
R000906,O006378,2025-12-08,Wrong Product,Product Issue,1019.18,Approved,Good
R000907,O006380,2026-02-25,Missing Accessories,Product Issue,1286.42,Approved,Opened
R000908,O006406,2026-06-09,Late Delivery,Customer Preference,594.45,Approved,Opened
R000909,O006417,2026-02-19,Not as Expected,Customer Preference,215.7,Approved,Opened
R000910,O006434,2026-03-11,Product Quality Issue,Product Issue,2569.1,Approved,Damaged
R000911,O006437,2026-03-15,Not as Expected,Customer Preference,781.54,Approved,Opened
R000912,O006444,2026-03-09,Changed Mind,Customer Preference,5652.36,Approved,Opened
R000913,O006448,2026-05-18,Late Delivery,Customer Preference,1394.48,Approved,Good
R000914,O006452,2026-06-04,Product Quality Issue,Product Issue,7807.81,Rejected,Opened
R000915,O006474,2025-10-11,Product Quality Issue,Product Issue,270.12,Approved,Damaged
R000916,O006476,2026-07-01,Late Delivery,Customer Preference,1361.62,Approved,Damaged
R000917,O006485,2026-06-30,Changed Mind,Customer Preference,499.69,Approved,Damaged
R000918,O006490,2025-09-03,Product Quality Issue,Product Issue,726.93,Approved,Damaged
R000919,O006494,2025-12-07,Not as Expected,Customer Preference,1832.64,Rejected,Damaged
R000920,O006497,2026-01-19,Product Quality Issue,Product Issue,584.08,Approved,Good
R000921,O006504,2026-02-13,Wrong Product,Product Issue,1293.91,Approved,Good
R000922,O006508,2026-03-25,Wrong Size,Customer Preference,1757.95,Approved,Opened
R000923,O006515,2025-12-20,Damaged Product,Product Issue,580.41,Approved,Good
R000924,O006516,2025-12-31,Wrong Product,Product Issue,2555.58,Approved,Damaged
R000925,O006526,2026-01-24,Not as Expected,Customer Preference,817.97,Approved,Damaged
R000926,O006528,2026-01-29,Damaged Product,Product Issue,1801.31,Approved,Opened
R000927,O006538,2026-02-06,Wrong Product,Product Issue,520.09,Approved,Good
R000928,O006544,2026-01-14,Late Delivery,Customer Preference,2109.81,Approved,Opened
R000929,O006548,2026-01-20,Changed Mind,Customer Preference,2164.67,Approved,Opened
R000930,O006551,2026-04-21,Damaged Product,Product Issue,437.7,Approved,Damaged
R000931,O006554,2026-04-15,Wrong Product,Product Issue,1146.15,Approved,Good
R000932,O006556,2025-10-16,Missing Accessories,Product Issue,7417.15,Approved,Damaged
R000933,O006565,2026-05-26,Wrong Size,Customer Preference,993.74,Approved,Damaged
R000934,O006568,2026-07-13,Not as Expected,Customer Preference,1395.01,Approved,Opened
R000935,O006570,2026-05-31,Wrong Size,Customer Preference,1972.08,Approved,Opened
R000936,O006587,2026-05-08,Late Delivery,Customer Preference,543.16,Approved,Opened
R000937,O006588,2025-10-06,Wrong Size,Customer Preference,281.71,Approved,Opened
R000938,O006596,2025-09-24,Late Delivery,Customer Preference,5553.33,Approved,Damaged
R000939,O006598,2026-03-19,Late Delivery,Customer Preference,1518.71,Rejected,Damaged
R000940,O006603,2026-01-25,Product Quality Issue,Product Issue,717.81,Approved,Damaged
R000941,O006607,2025-12-03,Wrong Product,Product Issue,1446.08,Approved,Damaged
R000942,O006608,2026-01-31,Changed Mind,Customer Preference,3570.5,Approved,Good
R000943,O006610,2026-06-09,Changed Mind,Customer Preference,4505.43,Approved,Damaged
R000944,O006625,2025-12-16,Changed Mind,Customer Preference,1025.55,Approved,Good
R000945,O006626,2026-03-25,Changed Mind,Customer Preference,121.05,Approved,Damaged
R000946,O006635,2026-01-28,Wrong Product,Product Issue,2480.66,Approved,Damaged
R000947,O006638,2026-07-05,Changed Mind,Customer Preference,3165.24,Approved,Good
R000948,O006659,2026-04-28,Late Delivery,Customer Preference,477.46,Approved,Damaged
R000949,O006665,2025-10-04,Late Delivery,Customer Preference,1727.67,Rejected,Opened
R000950,O006666,2026-01-16,Late Delivery,Customer Preference,1676.01,Approved,Good
R000951,O006691,2026-01-20,Late Delivery,Customer Preference,790.01,Approved,Good
R000952,O006692,2025-12-20,Changed Mind,Customer Preference,1192.89,Approved,Damaged
R000953,O006694,2025-09-20,Product Quality Issue,Product Issue,4804.79,Approved,Opened
R000954,O006695,2026-03-06,Wrong Size,Customer Preference,2532.09,Approved,Damaged
R000955,O006699,2026-06-16,Wrong Size,Customer Preference,736.35,Approved,Opened
R000956,O006703,2025-10-17,Late Delivery,Customer Preference,1785.88,Approved,Damaged
R000957,O006710,2026-04-28,Changed Mind,Customer Preference,810.01,Approved,Damaged
R000958,O006744,2026-08-08,Product Quality Issue,Product Issue,654.03,Approved,Damaged
R000959,O006754,2026-01-07,Product Quality Issue,Product Issue,1077.89,Approved,Damaged
R000960,O006764,2025-09-18,Late Delivery,Customer Preference,1063.49,Approved,Good
R000961,O006781,2025-12-29,Changed Mind,Customer Preference,1382.89,Approved,Opened
R000962,O006783,2025-10-26,Changed Mind,Customer Preference,694.53,Approved,Good
R000963,O006784,2025-11-17,Missing Accessories,Product Issue,406.61,Approved,Damaged
R000964,O006803,2026-02-14,Damaged Product,Product Issue,480.05,Rejected,Good
R000965,O006804,2026-01-20,Late Delivery,Customer Preference,1075.29,Rejected,Opened
R000966,O006809,2025-12-23,Changed Mind,Customer Preference,1878.98,Approved,Good
R000967,O006817,2026-05-26,Wrong Product,Product Issue,176.47,Approved,Opened
R000968,O006836,2026-03-14,Wrong Product,Product Issue,2056.22,Approved,Good
R000969,O006840,2025-11-23,Damaged Product,Product Issue,2191.95,Approved,Good
R000970,O006847,2026-08-19,Missing Accessories,Product Issue,1206.7,Approved,Damaged
R000971,O006856,2026-06-11,Missing Accessories,Product Issue,1760.14,Approved,Damaged
R000972,O006858,2025-11-06,Changed Mind,Customer Preference,1627.97,Approved,Opened
R000973,O006877,2026-07-01,Damaged Product,Product Issue,753.75,Approved,Good
R000974,O006884,2025-09-27,Damaged Product,Product Issue,526.09,Approved,Damaged
R000975,O006896,2025-12-29,Not as Expected,Customer Preference,3305.97,Approved,Opened
R000976,O006899,2026-03-19,Wrong Product,Product Issue,1595.91,Approved,Good
R000977,O006907,2026-04-24,Damaged Product,Product Issue,893.53,Approved,Good
R000978,O006909,2025-11-09,Wrong Product,Product Issue,1162.11,Approved,Good
R000979,O006919,2026-02-25,Missing Accessories,Product Issue,504.55,Approved,Opened
R000980,O006921,2025-12-05,Wrong Size,Customer Preference,2043.36,Approved,Good
R000981,O006925,2025-12-03,Not as Expected,Customer Preference,1075.34,Approved,Good
R000982,O006933,2025-09-24,Not as Expected,Customer Preference,501.85,Approved,Good
